airport_ident,length_ft,surface,lighted,closed
9Y7,2010,TURF-G,0,0
9Z3,2100,WATER-E,0,0
9Z8,3281,GRVL-F,1,0
9Z9,2200,GRVL-P,0,0
A05,4500,TURF-F,0,0
A13,1000,GRAVEL-P,0,0
A23,10000,WATER,0,0
A26,2850,ASPH-P,0,0
A27,2000,WATER,0,0
A28,3660,GRVL-G,0,0
A29,4000,WATER,0,0
A43,3000,WATER,0,0
A51,4230,TURF-G,0,0
A57,1860,TURF-F,0,0
A61,3025,GRAVEL-G,1,0
A63,3000,GRAVEL-G,1,0
A67,2000,TURF-P,0,0
A68,2150,TURF-P,0,0
A69,1800,TURF-F,0,0
A77,1560,GRVL-DIRT-P,0,0
A79,2800,GRVL-F,0,0
AA00,650,TURF,0,0
AA01,3800,WATER,0,0
AA02,5500,WATER,0,0
AA03,80,GRVL,0,0
AA04,50,ASPH,0,0
AA05,1104,GRVL,0,0
AA06,1600,GRVL,0,0
AA07,50,TURF,0,0
AA09,2100,GVL,0,0
AA11,1950,WATER,0,0
AA12,2500,Water,0,0
AA13,40,CON,0,0
AA16,2700,GVL,0,0
AA16,1370,GVL,0,0
AA22,2350,TURF,0,0
AA27,65,ASPH,1,0
AA30,1285,GRVL-G,0,0
AA33,1700,TURF,0,0
AA44,55,ROOF-TOP,1,0
AA50,5000,ICE,1,0
AA76,2450,TURF,0,0
AA85,2500,WATER,0,0
AF-0020,2480,GRV,0,0
AF-0024,1200,GVL,0,0
AF-0025,1950,GVL,0,0
AF-0026,4200,GVL,0,0
AGAF,1501,Coral grass,0,0
AGAR,2822,Coral,0,0
AGAT,2769,Crushed coral,0,0
AGBT,2028,grass coral,0,0
AGEV,2297,Gravel dirt,0,0
AGGA,3100,UNK,0,0
AGGB,2187,Coral sand,0,0
AGGC,2164,Sand grass,0,0
AGGE,5413,UNK,0,0
AGGF,1854,Grass,0,0
AGGH,7218,ASP,1,0
AGGI,1953,Grass,0,0
AGGJ,2461,Grass,0,0
AGGK,4377,UNK,0,0
AGGL,2999,Coral,0,0
AGGM,4593,ASP,0,0
AGGN,2871,UNK,0,0
AGGO,3281,UNK,0,0
AGGP,2156,Coral,0,0
AGGR,2206,Coral,0,0
AGGS,3002,UNK,0,0
AGGT,2655,Coral,0,0
AGGU,2001,Coral,0,0
AGGV,2789,Sand grass,0,0
AGKG,2428,Sand/grass,0,0
AGKU,1821,Graded earth,0,0
AGKW,1896,Limestone/Grass,0,0
AGLM,3477,GVL,0,0
AGNA,2657,Soil and Grass,0,0
AGOK,1936,GVL,0,0
AGRC,2461,Coral grass,0,0
AGRM,2500,,0,0
AK0,1000,GRAVEL-P,0,0
AK00,2500,GRVL,0,0
AK01,1750,GRVL,0,0
AK02,1400,GRAVEL,0,0
AK05,800,GRVL,0,0
AK06,4000,GRAVEL,0,0
AK07,1900,GRVL,0,0
AK07,1800,GRVL,0,0
AK08,1650,GRVL,0,0
AK09,2380,TURF,0,0
AK1,1806,GRAVEL-P,0,0
AK10,1875,GRVL,0,0
AK11,1540,GRAVEL-P,0,0
AK12,1078,TURF-P,0,0
AK13,3000,GRVL,0,0
AK14,2000,GRVL,0,0
AK16,1600,GRVL,0,0
AK17,1555,TURF,0,0
AK18,1100,GRVL,0,0
AK19,2500,TURF,0,0
AK20,3500,GRVL,1,0
AK21,1000,TURF,0,0
AK22,4000,GRVL,0,0
AK22,3400,WATER,0,0
AK24,1400,TURF,0,0
AK25,1200,TURF,0,0
AK26,1150,DIRT-GRVL-P,0,0
AK27,1800,GRVL,0,0
AK28,4700,GRVL-G,0,0
AK28,4000,WATER,0,0
AK29,1600,DIRT,0,0
AK30,1600,TURF,0,0
AK31,2000,TURF,0,0
AK32,50,GRVL,1,0
AK33,970,GRVL-TURF-P,0,0
AK33,1090,GRVL-TURF-F,0,0
AK34,4000,WATER,0,0
AK35,300,GRVL,0,0
AK36,3000,GRVL,0,0
AK37,30,TURF,0,0
AK38,130,ASPH-G,1,0
AK39,2500,GRVL,0,0
AK40,4200,GRVL-G,0,0
AK41,1800,TURF,0,0
AK43,4000,WATER,0,0
AK44,1600,GRAVEL,0,0
AK46,1000,GRVL,0,0
AK47,1100,TURF,0,0
AK49,2200,GRAVEL,0,0
AK5,3500,WATER-E,0,0
AK50,2000,ASPH,0,0
AK51,4200,GRVL,0,0
AK52,1320,TURF,0,0
AK53,1800,TURF-F,0,0
AK54,900,GRVL,0,0
AK55,2000,DIRT,0,0
AK56,2000,WATER,0,0
AK57,5000,WATER,0,0
AK59,1800,TURF,0,0
AK60,4700,GRAVEL,0,0
AK61,750,TURF,0,0
AK62,10000,WATER,0,0
AK62,10000,WATER,0,0
AK63,1800,TURF,0,0
AK64,1950,GRVL-DIRT-P,0,0
AK65,1300,TURF,0,0
AK66,1150,GRVL,0,0
AK67,1400,DIRT,0,0
AK68,1200,GRVL,0,0
AK69,1800,GRVL,0,0
AK72,1950,TURF,0,0
AK73,1500,GRVL,0,0
AK74,62,ASPH-CONC,0,0
AK75,3880,GRVL-F,0,0
AK76,1500,TURF-F,0,0
AK77,5500,TURF-GRVL,0,0
AK8,3800,WATER,0,0
AK8,4000,WATER,0,0
AK80,1800,GRVL-TURF,0,0
AK81,8000,WATER,0,0
AK82,100,TRTD,0,0
AK83,2100,TURF,0,0
AK84,2400,GRVL,0,0
AK85,800,TURF,0,0
AK86,850,TURF-GRVL,0,0
AK87,50,CONC,0,0
AK88,1300,TURF,0,0
AK89,1000,TURF,0,0
AK90,1800,TURF,0,0
AK91,50,ASPH,0,0
AK92,600,DIRT,0,0
AK93,1600,GRVL,0,0
AK94,100,GRVL,0,0
AK95,1000,TURF,0,0
AK97,2612,GRAVEL,0,0
AK98,1220,GRAVEL,0,0
AK99,1200,TURF,0,0
AL-0012,3855,GRS,0,0
AL-0013,9186,CON,1,0
AL-0013,7223,CON,0,1
AL-0014,7475,GRS,0,0
AL-0015,2813,GRE,0,0
AL05,5000,ASPH-G,1,0
AL07,40,ASPH,0,0
AL08,2400,TURF,0,0
AL09,2450,TURF,0,0
AL10,2500,TURF,0,0
AL11,45,MATS,1,0
AL12,4600,ASPH,1,0
AL13,50,CONC,0,0
AL14,50,CONC,0,0
AL16,2500,TURF,0,0
AL17,3300,TURF,0,0
AL18,1550,TURF,0,0
AL19,40,CONC,0,0
AL20,40,CONC,1,0
AL21,80,CONC,0,0
AL24,50,CONC,0,0
AL25,1600,TURF,0,0
AL26,50,CONC,0,0
AL27,2000,TURF,0,0
AL29,2500,TURF,0,0
AL32,2600,TURF,0,0
AL33,2100,TURF,0,0
AL34,3500,TURF,0,0
AL35,1450,TURF,0,0
AL36,30,CONC,0,0
AL37,1800,TURF-F,0,0
AL38,60,ALUMINUM,0,0
AL39,50,CONC,0,0
AL41,3300,TURF,1,0
AL42,50,CONC,0,0
AL43,3000,TURF,0,0
AL46,6200,WATER,0,0
AL46,6500,WATER,0,0
AL46,11000,WATER,0,0
AL48,60,CONC,0,0
AL49,70,CONC,0,0
AL49,70,CONC,0,0
AL50,20,CONC,0,0
AL51,2000,TURF,0,0
AL52,60,CONC,0,0
AL53,40,PFC,0,0
AL54,2200,TURF,0,0
AL55,2032,TURF-G,0,0
AL58,3200,WATER,0,0
AL59,60,CONC,0,0
AL60,2600,TURF,0,0
AL62,2600,TURF,1,0
AL63,30,CONC,0,0
AL65,40,CONC,0,0
AL66,64,CONC,0,0
AL69,2000,TURF,0,0
AL71,4500,ASPH,1,0
AL74,1800,TURF,0,0
AL75,4330,WATER,0,0
AL76,3200,TURF,0,0
AL77,2100,TURF,0,0
AL78,2200,TURF,0,0
AL79,2500,TURF,0,0
AL82,50,ASPH,0,0
AL83,20,CONC,0,0
AL84,2750,TURF,0,0
AL86,30,CONC,0,0
AL87,44,CONC,0,0
AL88,1320,TURF,0,0
AL89,2250,TURF,0,0
AL90,50,CONC,0,0
AL91,70,CONC,0,0
AL92,3400,TURF,0,0
AL93,2450,TURF-G,0,0
AL94,2600,TURF,0,0
AL95,50,CONC,0,0
AL95,50,CONC,0,0
AL96,3000,WATER,0,0
AL97,2000,TURF,0,0
ALZ,10000,WATER,0,0
AM-0002,,paved,0,0
AM-0007,,,0,1
AN00,50,Gravel/Dirt,0,0
AN01,2500,DIRT,0,0
AN03,2032,Turf,0,0
ANG,7000,GRVL-F,0,0
ANYN,7054,ASP,1,0
AQ-0002,9927,Blue Ice,0,0
AQ-0011,9842,Blue Ice,0,0
AQ-0013,10000,ICE,1,0
AQ-0013,10000,ICE,1,0
AQ-0014,10000,ICE,1,0
AQY,2088,GRAVEL-G,0,0
AR-0005,3281,GRE,0,0
AR-0005,2736,GRE,0,0
AR-0008,3839,GRE,0,0
AR-0009,3937,GRE,0,0
AR-0009,2953,GRE,0,0
AR-0010,3215,GRE,0,0
AR-0010,2953,ASP,0,1
AR-0011,3773,GRE,0,0
AR-0012,1575,GRE,0,0
AR-0013,2953,GRE,0,0
AR-0014,3609,GRE,0,0
AR-0017,3117,GRE,0,0
AR-0018,5741,GRE,0,0
AR-0018,2461,GRE,0,0
AR-0019,2592,ASP,0,0
AR-0019,2434,ASP,0,0
AR-0020,66,CON,0,0
AR-0021,3182,GRE,0,0
AR-0022,2887,GRE,0,0
AR-0023,2953,GRE,0,0
AR-0023,3609,GRE,0,0
AR-0024,2625,GRE,0,0
AR-0024,3425,GRE,0,0
AR-0025,3281,GRE,0,0
AR-0026,2625,GRE,0,0
AR-0026,3281,GRE,0,0
AR-0026,2625,GRE,0,0
AR-0027,3445,GRE,0,0
AR-0027,3117,GRE,0,0
AR-0028,3281,GRE,0,0
AR-0028,2953,GRE,0,0
AR-0029,1929,GRE,0,0
AR-0030,2362,GRE,0,0
AR-0031,3937,GRE,0,0
AR-0032,2461,GRE,0,0
AR-0033,2297,GRE,0,0
AR-0034,2625,GRE,0,0
AR-0035,2461,GRE,0,0
AR-0036,3488,GRE,0,0
AR-0038,3445,GRE,0,0
AR-0040,2297,GRE,0,0
AR-0041,2625,GRE,0,0
AR-0044,3264,GRE,0,0
AR-0045,46,GRE,0,0
AR-0046,59,MET,0,0
AR-0047,1804,GRE,0,0
AR-0048,2461,GRE,0,0
AR-0049,3740,GRE,0,0
AR-0050,39,ASP,0,0
AR-0051,82,ASP,0,0
AR-0052,2953,GRE,0,0
AR-0053,2297,GRE,0,0
AR-0053,2887,GRE,0,0
AR-0054,98,GRE,0,0
AR-0056,2461,GRE,0,0
AR-0058,2461,GRE,0,0
AR-0060,3018,GRE,0,0
AR-0061,3281,GRE,0,0
AR-0062,1968,GRE,0,0
AR-0063,4265,GRE,0,0
AR-0066,2461,GRE,0,0
AR-0067,1381,GRE,0,0
AR-0068,2625,GRE,0,0
AR-0069,49,CON,0,0
AR-0070,1640,GRE,0,0
AR-0071,2133,GRE,0,0
AR-0073,56,CON,0,0
AR-0075,69,GRE,0,0
AR-0076,2756,GRE,0,0
AR-0077,3609,GRE,0,0
AR-0078,2756,GRE,0,0
AR-0079,2329,GRE,0,0
AR-0080,3100,Grass,0,0
AR-0081,3314,GRE,0,0
AR-0081,2828,GRE,0,0
AR-0082,2625,GRE,0,0
AR-0082,2625,GRE,0,0
AR-0082,2625,GRE,0,0
AR-0083,3609,GRE,0,0
AR-0084,2625,GRE,0,0
AR-0085,2953,GRE,0,0
AR-0086,2552,GRE,0,0
AR-0087,62,CON,0,0
AR-0088,3166,GRE,0,0
AR-0091,62,CON,0,0
AR-0092,49,CON,0,0
AR-0093,59,CON,0,0
AR-0094,2133,GRE,0,0
AR-0096,3281,GRE,0,0
AR-0096,2625,GRE,0,0
AR-0097,2953,ASP,0,0
AR-0098,2461,GRE,0,0
AR-0099,2133,GRE,0,0
AR-0100,3934,ASP,0,0
AR-0101,3281,GRE,0,0
AR-0101,2953,GRE,0,0
AR-0102,2953,GRE,0,0
AR-0104,56,GRE,0,0
AR-0105,79,CON,0,0
AR-0107,3609,GRE,0,0
AR-0108,2493,GRE,0,0
AR-0109,46,GRE,0,0
AR-0110,3937,GRE,0,0
AR-0111,2592,GRE,0,0
AR-0113,3445,GRE,0,0
AR-0113,3445,GRE,0,0
AR-0114,2953,GRE,0,0
AR-0114,3281,GRE,0,0
AR-0115,4265,GRE,0,0
AR-0115,4265,GRE,0,0
AR-0116,3294,GRE,0,0
AR-0117,2133,GRE,0,0
AR-0118,2621,GRE,0,0
AR-0119,5249,GRE,0,0
AR-0120,56,CON,0,0
AR-0121,2461,GRE,0,0
AR-0122,3117,GRE,0,0
AR-0123,66,CON,0,0
AR-0124,4593,GRE,0,0
AR-0125,3117,GRE,0,0
AR-0126,49,CON,0,0
AR-0127,1968,GRE,0,0
AR-0128,3281,GRE,0,0
AR-0128,3281,GRE,0,0
AR-0129,59,CON,0,0
AR-0130,2621,GRE,0,0
AR-0132,2461,GRE,0,0
AR-0133,59,GRE,0,0
AR-0134,3281,GRE,0,0
AR-0134,7431,ASP,0,0
AR-0135,1837,GRE,0,0
AR-0136,2592,GRE,0,0
AR-0137,3858,GRE,0,0
AR-0138,2621,GRE,0,0
AR-0139,2953,GRE,0,0
AR-0140,2461,GRE,0,0
AR-0140,2953,GRE,0,0
AR-0141,3133,GRE,0,0
AR-0141,3077,GRE,0,0
AR-0142,3150,GRE,0,0
AR-0143,5085,ASP,0,0
AR-0144,79,GRE,0,0
AR-0145,59,GRE,0,0
AR-0146,49,GRE,0,0
AR-0147,2789,GRE,0,0
AR-0150,2949,GRE,0,0
AR-0152,59,GRE,0,0
AR-0153,2953,GRE,0,0
AR-0154,43,CON,0,0
AR-0155,56,CON,0,0
AR-0156,62,GRE,0,0
AR-0157,3051,GRE,0,0
AR-0158,3182,GRE,0,0
AR-0159,49,CON,0,0
AR-0160,2461,GRE,0,0
AR-0161,3609,GRE,0,0
AR-0162,3281,GRE,0,0
AR-0163,66,CON,0,0
AR-0164,1804,GRE,0,0
AR-0165,4199,GRE,0,0
AR-0165,2625,GRE,0,0
AR-0166,2379,GRE,0,0
AR-0167,2231,GRE,0,0
AR-0168,4528,GRE,0,0
AR-0169,3281,GRE,0,0
AR-0169,2625,GRE,0,0
AR-0170,1870,GRE,0,0
AR-0172,2264,GRE,0,0
AR-0172,3937,GRE,0,0
AR-0173,3412,GRE,0,0
AR-0174,3934,GRE,0,0
AR-0175,1050,GRE,0,1
AR-0176,3478,GRE,0,0
AR-0176,2953,GRE,1,0
AR-0177,2461,GRE,0,0
AR-0178,1916,GRE,0,0
AR-0179,2461,GRE,0,0
AR-0180,3934,GRE,0,0
AR-0180,3934,GRE,0,0
AR-0181,3937,GRE,0,0
AR-0182,2762,GRE,0,0
AR-0184,2297,GRE,0,0
AR-0185,66,GRE,0,0
AR-0186,46,MET,0,0
AR-0187,59,MET,0,0
AR-0188,39,MET,0,0
AR-0189,39,MET,0,0
AR-0190,46,MET,0,0
AR-0191,49,MET,0,0
AR-0192,33,CON,0,0
AR-0193,2782,GRE,0,0
AR-0193,2454,GRE,0,0
AR-0194,56,CON,0,0
AR-0195,49,CON,0,0
AR-0196,49,ASP,0,0
AR-0197,49,CON,0,0
AR-0198,3609,GRE,0,0
AR-0199,2953,GRE,0,0
AR-0200,2559,GRE,0,0
AR-0201,3937,GRE,0,0
AR-0202,3182,GRE,0,0
AR-0203,2461,GRE,0,0
AR-0204,2461,,0,0
AR-0205,2182,GRE,0,0
AR-0206,33,CON,0,0
AR-0207,3412,GRE,0,0
AR-0208,2067,GRE,0,0
AR-0209,2953,ASP,0,0
AR-0210,2625,GRE,0,0
AR-0211,3281,GRE,0,0
AR-0212,4921,GRE,0,0
AR-0213,2297,GRE,0,0
AR-0214,1837,GRE,0,0
AR-0215,52,GRE,0,0
AR-0216,4429,GRE,0,0
AR-0217,3661,GRE,0,0
AR-0218,3068,GRE,0,0
AR-0218,2753,GRE,0,0
AR-0218,2953,GRE,0,0
AR-0219,2388,GRE,0,0
AR-0220,43,CON,0,0
AR-0221,59,GRE,0,0
AR-0224,3937,GRE,0,0
AR-0225,3215,GRE,0,0
AR-0226,49,GRE,0,0
AR-0227,4593,GRE,0,0
AR-0228,33,CON,0,0
AR-0229,2625,GRE,0,0
AR-0230,3281,GRE,0,0
AR-0231,3937,GRE,0,0
AR-0232,2428,GRE,0,0
AR-0233,66,GRE,0,0
AR-0234,2215,GRE,0,0
AR-0235,3281,GRE,0,0
AR-0236,75,GRE,0,0
AR-0237,2133,GRE,0,0
AR-0238,3937,GRE,0,0
AR-0240,2461,GRE,0,0
AR-0241,3117,GRE,0,0
AR-0241,1968,GRE,0,0
AR-0242,66,GRE,0,0
AR-0243,59,CON,0,0
AR-0244,3937,GRE,0,0
AR-0245,2461,GRE,0,0
AR-0246,3934,ASP,0,0
AR-0247,2625,GRE,0,0
AR-0248,3937,GRE,0,0
AR-0249,656,GRE,0,0
AR-0250,82,GRE,0,0
AR-0251,3445,GRE,0,0
AR-0252,2789,GRE,0,0
AR-0253,2674,GRE,0,0
AR-0254,2460,GRE,0,0
AR-0255,2297,GRE,0,0
AR-0255,3012,GRE,0,0
AR-0255,2297,GRE,0,0
AR-0256,1903,GRE,0,0
AR-0257,1968,GRE,0,0
AR-0257,2953,GRE,0,0
AR-0258,1968,GRE,0,0
AR-0259,59,GRE,0,0
AR-0260,4806,GRE,0,0
AR-0262,2625,GRE,0,0
AR-0263,82,GRE,0,0
AR-0264,4921,GRE,0,0
AR-0264,4199,GRE,0,0
AR-0265,72,GRE,0,0
AR-0266,2133,GRE,0,0
AR-0267,2887,GRE,0,0
AR-0268,33,GRE,0,0
AR-0270,66,GRE,0,0
AR-0271,2621,GRE,0,0
AR-0271,2165,GRE,0,0
AR-0272,2444,GRE,0,0
AR-0273,2953,GRE,0,0
AR-0274,3871,GRE,0,0
AR-0275,43,GRE,0,0
AR-0276,3353,GRE,0,0
AR-0277,3281,GRE,0,0
AR-0278,3445,GRE,0,0
AR-0278,2165,GRE,0,0
AR-0279,56,CON,0,0
AR-0280,2838,GRE,0,0
AR-0281,2690,GRE,0,1
AR-0282,2953,GRE,0,0
AR-0283,56,CON,0,0
AR-0284,59,CON,0,0
AR-0285,2457,GRE,0,0
AR-0286,49,GRE,0,0
AR-0287,66,CON,0,0
AR-0289,1686,GRE,0,0
AR-0290,3934,GRE,0,0
AR-0291,1968,GRE,0,0
AR-0292,2953,ASP,0,0
AR-0292,2165,GRE,0,0
AR-0293,2789,GRE,0,0
AR-0293,2621,GRE,0,0
AR-0294,2460,GRE,0,0
AR-0296,2625,GRE,0,0
AR-0297,98,GRE,0,0
AR-0298,2110,GRE,0,0
AR-0299,79,CON,0,0
AR-0300,59,ASP,0,0
AR-0301,46,CON,0,0
AR-0304,3379,GRE,0,0
AR-0304,2953,GRE,0,0
AR-0305,2953,GRE,0,0
AR-0306,2635,GRE,0,0
AR-0308,2854,GRE,0,0
AR-0308,3281,GRE,0,0
AR-0309,49,ASP,0,0
AR-0310,59,GRE,0,0
AR-0311,2297,GRE,0,0
AR-0312,4429,GRE,0,0
AR-0313,2953,ASP,0,0
AR-0314,2953,GRE,0,0
AR-0315,3117,GRE,0,0
AR-0316,4593,GRE,0,0
AR-0316,3937,GRE,0,0
AR-0317,49,GRE,0,0
AR-0318,3281,GRE,0,0
AR-0319,3609,GRE,0,0
AR-0320,3419,GRE,0,0
AR-0321,2461,GRE,0,0
AR-0322,2789,GRE,0,0
AR-0322,3970,GRE,0,0
AR-0323,2723,GRE,0,0
AR-0324,2247,GRE,0,0
AR-0325,1312,GRE,0,0
AR-0327,2461,GRE,0,0
AR-0328,4954,GRE,0,0
AR-0329,82,CON,0,0
AR-0330,49,CON,0,0
AR-0331,2297,GRE,0,0
AR-0332,3609,GRE,0,0
AR-0333,3937,GRE,0,1
AR-0333,4429,ASP,1,0
AR-0333,2297,Earth,0,0
AR-0334,2461,GRE,0,0
AR-0335,6138,ASP,0,0
AR-0336,2461,GRE,0,0
AR-0339,33,CON,0,0
AR-0340,69,CON,0,0
AR-0343,66,CON,0,0
AR-0344,2461,GRE,0,0
AR-0344,1968,GRE,0,0
AR-0345,3609,GRE,0,0
AR-0347,72,CON,0,0
AR-0348,66,CON,0,0
AR-0349,2297,GRE,0,0
AR-0350,66,CON,0,0
AR-0351,98,GRE,0,0
AR-0352,2953,GRE,0,0
AR-0353,66,CON,0,0
AR-0354,2789,GRE,0,0
AR-0354,3304,GRE,0,0
AR-0355,2461,GRE,0,0
AR-0356,3445,GRE,0,0
AR-0357,43,CON,0,0
AR-0358,43,GRE,0,0
AR-0359,52,GRE,0,0
AR-0360,59,GRE,0,0
AR-0361,49,CON,0,0
AR-0362,52,GRE,0,0
AR-0363,49,GRE,0,0
AR-0364,49,CON,0,0
AR-0365,59,GRE,0,0
AR-0366,49,GRE,0,0
AR-0367,59,GRE,0,0
AR-0368,59,GRE,0,0
AR-0369,3281,GRE,0,0
AR-0370,2461,GRE,0,0
AR-0371,49,CON,0,0
AR-0372,2444,GRE,0,0
AR-0373,2946,GRE,0,0
AR-0374,3937,GRE,0,0
AR-0375,2625,GRE,0,0
AR-0375,3445,GRE,0,0
AR-0376,2953,GRE,0,0
AR-0377,2953,ASP,0,0
AR-0378,0,GRE,0,0
AR-0378,3937,GRE,0,0
AR-0379,2428,GRE,0,0
AR-0380,4199,GRE,0,0
AR-0381,3445,GRE,0,0
AR-0381,5905,GRE,0,0
AR-0382,4111,ASP,0,0
AR-0383,3937,GRE,0,0
AR-0383,4429,GRE,0,0
AR-0384,1968,GRE,0,0
AR-0385,1968,GRE,0,0
AR-0386,3051,GRE,0,0
AR-0388,1968,GRE,0,0
AR-0389,2067,GRE,0,0
AR-0390,2625,GRE,0,0
AR-0390,5577,GRE,0,0
AR-0391,2461,GRE,0,0
AR-0392,3281,GRE,0,0
AR-0393,2625,GRE,0,0
AR-0393,2625,GRE,0,0
AR-0394,2297,GRE,0,0
AR-0395,2559,GRE,0,0
AR-0396,2133,GRE,0,0
AR-0397,2500,GRE,0,0
AR-0398,2625,GRE,0,0
AR-0399,3773,GRE,0,0
AR-0400,2625,GRE,0,0
AR-0401,1739,GRE,0,0
AR-0402,2461,GRE,0,0
AR-0403,2621,GRE,0,0
AR-0404,3163,GRE,0,0
AR-0405,2953,GRE,0,0
AR-0406,1968,GRE,0,0
AR-0407,1837,GRE,0,0
AR-0408,2841,GRE,0,0
AR-0409,4265,GRE,0,0
AR-0410,5741,GRE,0,0
AR-0411,2782,GRE,0,0
AR-0412,2953,GRE,0,0
AR-0413,3937,GRE,0,0
AR-0414,2953,GRE,0,0
AR-0415,4429,GRE,0,0
AR-0416,4724,GRE,0,0
AR-0417,3996,GRE,0,0
AR-0418,2297,GRE,0,0
AR-0419,2618,GRE,0,0
AR-0420,656,GRE,0,0
AR-0421,3281,GRE,0,0
AR-0422,1968,GRE,0,0
AR-0423,1959,GRE,0,0
AR-0424,4101,GRE,0,0
AR-0424,3937,GRE,0,0
AR-0425,2457,GRE,0,0
AR-0426,2297,GRE,0,0
AR-0427,2428,GRE,0,0
AR-0427,2582,GRE,0,0
AR-0428,2949,GRE,0,0
AR-0429,3937,GRE,0,0
AR-0430,2789,GRE,0,0
AR-0431,1968,GRE,0,0
AR-0432,1804,GRE,0,0
AR-0433,2133,GRE,0,0
AR-0434,3274,GRE,0,0
AR-0435,3934,GRE,0,0
AR-0436,3379,GRE,0,0
AR-0437,2215,GRE,0,0
AR-0438,3117,GRE,0,0
AR-0439,2598,GRE,0,0
AR-0440,3051,GRE,0,0
AR-0441,5905,GRE,0,0
AR-0442,2133,GRE,0,0
AR-0443,2182,GRE,0,0
AR-0444,2133,GRE,0,0
AR-0445,2165,GRE,0,0
AR-0446,2953,GRE,0,0
AR-0447,2461,GRE,0,0
AR-0447,2329,GRE,0,0
AR-0448,3117,GRE,0,0
AR-0449,2215,GRE,0,0
AR-0450,1968,GRE,0,0
AR-0451,3937,GRE,0,0
AR-0452,3520,GRE,0,0
AR-0453,2953,GRE,0,0
AR-0454,3051,GRE,0,0
AR-0454,3051,GRE,0,0
AR-0455,2559,GRE,0,0
AR-0456,1093,GRE,0,0
AR-0457,2461,GRE,0,0
AR-0458,2592,GRE,0,0
AR-0459,1968,GRE,0,0
AR-0460,1968,GRE,0,0
AR-0461,1804,GRE,0,0
AR-0463,3839,GRE,0,0
AR-0464,2625,GRE,0,0
AR-0465,1890,GRE,0,0
AR-0466,2297,GRE,0,0
AR-0467,66,Earth,0,0
AR-0468,82,GRE,0,0
AR-0469,82,GRE,0,0
AR-0470,59,CON,0,0
AR-0471,59,GRE,0,0
AR-0472,98,GRE,0,0
AR-0473,43,CON,0,0
AR-0474,56,MET,0,0
AR-0475,46,MET,0,0
AR-0476,36,MET,0,0
AR-0477,89,CON,0,0
AR-0478,98,STONE,0,0
AR-0479,62,GRE,0,0
AR-0480,72,CON,0,0
AR-0481,59,CON,0,0
AR-0482,59,CON,0,0
AR-0483,69,CON,0,0
AR-0484,2041,GRE,0,0
AR-0485,4593,GRE,1,0
AR-0486,2608,GRE,0,0
AR-0487,59,GRE,0,0
AR-0488,59,GRE,0,0
AR-0489,89,CON,0,0
AR-0490,75,CON,0,0
AR-0491,49,MET,0,0
AR-0492,2195,GRE,0,0
AR-0494,5250,GRE,0,0
AR-0513,3281,GRE,0,0
AR-0581,3609,Earth,0,0
AR-0584,3084,GRS,0,0
AR-0585,4265,GRS,0,0
AR-0596,2215,GRS,0,0
AR-0596,2756,GRS,0,0
AR-0596,3281,GRS,1,0
AR-0622,6562,ASP,0,0
AR-0624,4921,ASP,0,0
AR-0627,3281,GRE,0,0
AR-0629,3051,GRE,0,0
AR-0630,3937,GRS,0,0
AR-0631,3281,GRE,0,0
AR-0632,4100,GRS,0,0
AR-0634,4921,GRE,0,0
AR-0638,2953,GRS,0,0
AR-0677,4921,GRE,0,0
AR-0734,1550,GRS,0,0
AR-0736,5299,ASP,0,0
AR-0740,20,CON,0,0
AR-0741,46,Steel,0,0
AR-0742,4265,ASP,1,0
AR-0743,4921,ASP,1,1
AR-0744,6726,ASP,1,0
AR-0745,5249,ASP,0,0
AR-0748,2297,GRE,0,0
AR-0748,2297,GRE,0,1
AR-0753,3445,GRE,0,0
AR-0753,2297,GRE,0,0
AR-0753,2789,GRE,0,0
AR-0755,1640,GRE,0,0
AR-0755,2953,GRE,0,0
AR-0755,3543,GRE,0,0
AR-0756,3084,GRE,0,0
AR-0756,3084,GRE,0,0
AR-0760,2297,earth,0,0
AR-0762,4724,Earth,0,0
AR-0763,3281,Earth,0,0
AR-0764,49,CON,0,0
AR02,40,CONC,0,0
AR03,2600,TURF,0,0
AR05,3000,TURF,0,0
AR06,2640,TURF,0,0
AR07,40,ASPH,0,0
AR08,800,TURF,0,0
AR09,2600,TURF,0,0
AR10,2600,TURF,0,0
AR11,1800,TURF,0,0
AR12,2300,TURF,0,0
AR13,2000,TURF,0,0
AR17,2442,TURF,0,0
AR19,1500,TURF,0,0
AR20,50,CONC,0,0
AR21,40,CONC,0,0
AR22,2500,TURF,0,0
AR23,3700,TURF,1,0
AR24,40,CONC,0,0
AR27,2100,TURF,0,0
AR29,25,CONC,0,0
AR30,25,CONC,0,0
AR31,30,ASPH,0,0
AR32,60,ASPH,0,0
AR33,150,TURF,0,0
AR34,2000,TURF,0,0
AR35,2000,TURF,0,0
AR35,1600,TURF,0,0
AR36,60,ASPH,0,0
AR37,100,CONC,0,0
AR40,40,CONC,0,0
AR41,30,CONC-G,0,0
AR42,96,ASPH,0,0
AR43,2300,TURF,0,0
AR44,2500,TURF,0,0
AR45,40,CONC,0,0
AR46,2640,TURF,0,0
AR47,31,CONC,0,0
AR48,40,CONC,0,0
AR49,45,ASPH,0,0
AR51,30,CONC,0,0
AR53,40,CONC,0,0
AR55,2800,TURF,0,0
AR56,2905,TURF,0,0
AR59,40,CONC,0,0
